,ID,DPA,Sentence,Requirement-1,Requirement-2,Requirement-3,dataset_type,target
29975,223,Online 39,"In this case, all data regarding the Controller's organization will be deleted after 110 days.",other,other,other,test,other
29976,224,Online 39,"In both 1, 2 and 3, backups of all data are in any case kept by the Processor for thirty (30) days after deletion.",other,other,other,test,other
29977,225,Online 39,Deletion after the termination of the Account,other,other,other,test,other
29978,226,Online 39,Upon termination of the account a grace period of twenty (20) days will take effect.,R23,other,other,test,R23
29979,227,Online 39,"The grace period is provided, in case the Controller and Processor mutually agree to re-enter into/continue the Agreement.",other,other,other,test,other
29980,228,Online 39,"If not, the deletion process will automatically initiate after the expiry of the grace period.",other,other,other,test,other
29981,229,Online 39,Hereafter Controller’s data will be automatically deleted after ninety (90) days.,R23,other,other,test,R23
29982,230,Online 39,Backups of all data are in any case kept by the Processor for thirty (30) days after deletion.,other,other,other,test,other
29983,231,Online 39,Deletion or export of data upon Controller’s request,other,other,other,test,other
29984,232,Online 39,The Controller may at any time request the Processor’s assistance to perform deletion or export of data subject to separate payment for these services at an hourly rate of 150 Euro.,other,other,other,test,other
29985,233,Online 39,"Upon receipt of such written request the Processor will within a maximum of five (5) working days, immediately delete or export all of Controller’s survey project data and delete Controller’s organization (if any).",other,other,other,test,other
29986,234,Online 39,Backups of all data are in any case kept by the Processor for thirty (30) days after deletion.,other,other,other,test,other
29987,235,Online 39,Notwithstanding the expiry of the Agreement the Processor's Processing of the Controller’s Personal Data during the deletion periods stipulated in the above clauses is to be regarded as taking place according to the Controller’s instructions.,other,other,other,test,other
29988,236,Online 39,Appendix 5 Sub-processors,other,other,other,test,other
29989,237,Online 39,This Appendix forms part of the Agreement.,other,other,other,test,other
29990,238,Online 39,General Authorisation,other,other,other,test,other
29991,239,Online 39,The Controller hereby gives the Processor its prior general written authorisation to the Processor to use Sub-processors.,R10,other,other,test,R10
29992,240,Online 39,A list of the Sub- Processors used by the Processor at the date of the Agreement is made available hereunder:,other,other,other,test,other
29993,241,Online 39,Microsoft Azure,other,other,other,test,other
29994,242,Online 39,The Processor has entered into an agreement with Microsoft Corporation whereby Microsoft is a Sub-processor to the Processor acting (on the Controller's behalf) to provide hosting services via the Microsoft Azure Cloud Platform.,other,other,other,test,other
29995,243,Online 39,All of Controller's data including Personal Data are hosted on the Microsoft Azure Cloud Platform in Ireland and the Netherlands.,other,other,other,test,other
29996,244,Online 39,The hosting services do not take place in countries outside EU.,other,other,other,test,other
29997,245,Online 39,"In the event of Microsoft’s termination of its agreement with the Processor (in whole or in part) regarding the Microsoft Azure Cloud Platform, the Processor shall endeavour to provide a new hosting service to the Controller within the EU as soon as reasonably possible.",other,other,other,test,other
29998,246,Online 39,The Processor is entitled to terminate the Agreement in whole or in part with a prior notice of sixty (60) days.,other,other,other,test,other
